5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
5,40,0,10,40,0,15,40,0,20,40,0,25,40,0,30,40,0,35,40,0,40,40,0,20,0,0,0,1
